Time,Velocity,Acceleration,Distance
1322.0,32.46,-1.03,19487.73
1323.0,32.28,-0.18,19520.09
1324.0,32.28,0.0,19552.37
1325.0,32.19,-0.09,19584.6
1326.0,32.41,0.22,19616.9
1327.0,32.54,0.13,19649.38
1328.0,32.5,-0.04,19681.9
1329.0,32.1,-0.4,19714.2
1330.0,31.92,-0.18,19746.21
1331.0,31.78,-0.13,19778.059999999998
1332.0,31.78,0.0,19809.84
1333.0,31.7,-0.09,19841.58
1334.0,31.74,0.04,19873.3
1335.0,31.74,0.0,19905.04
1336.0,31.83,0.09,19936.82
1337.0,32.23,0.4,19968.85
1338.0,32.46,0.22,20001.2
1339.0,32.9,0.45,20033.88
1340.0,33.44,0.54,20067.05
1341.0,33.84,0.4,20100.69
1342.0,34.56,0.72,20134.88
1343.0,35.05,0.49,20169.69
1344.0,35.45,0.4,20204.94
1345.0,34.96,-0.49,20240.14
1346.0,33.98,-0.98,20274.61
1347.0,33.8,-0.18,20308.489999999998
1348.0,34.15,0.36,20342.47
1349.0,34.69,0.54,20376.89
1350.0,34.87,0.18,20411.67
1351.0,35.36,0.49,20446.78
1352.0,35.54,0.18,20482.23
1353.0,35.72,0.18,20517.86
1354.0,35.72,0.0,20553.58
1355.0,35.9,0.18,20589.39
1356.0,35.9,0.0,20625.29
1357.0,35.54,-0.36,20661.01
1358.0,35.54,0.0,20696.55
1359.0,35.36,-0.18,20732.0
1360.0,35.18,-0.18,20767.27
1361.0,34.69,-0.49,20802.2
1362.0,34.2,-0.49,20836.65
1363.0,33.22,-0.98,20870.35
1364.0,32.46,-0.76,20903.19
1365.0,31.65,-0.8,20935.239999999998
1366.0,30.22,-1.43,20966.18
1367.0,29.68,-0.54,20996.13
1368.0,29.82,0.13,21025.88
1369.0,29.55,-0.27,21055.559999999998
1370.0,29.46,-0.09,21085.07
1371.0,29.59,0.13,21114.6
1372.0,29.55,-0.04,21144.17
1373.0,30.0,0.45,21173.94
1374.0,30.13,0.13,21204.0
1375.0,30.53,0.4,21234.33
1376.0,30.53,0.0,21264.87
1377.0,30.71,0.18,21295.489999999998
1378.0,30.49,-0.22,21326.09
1379.0,30.44,-0.04,21356.559999999998
1380.0,30.4,-0.04,21386.98
1381.0,30.0,-0.4,21417.17
1382.0,29.68,-0.31,21447.010000000002
1383.0,29.55,-0.13,21476.629999999997
1384.0,29.37,-0.18,21506.09
1385.0,29.5,0.13,21535.53
1386.0,29.68,0.18,21565.12
1387.0,29.5,-0.18,21594.72
1388.0,29.64,0.13,21624.29
1389.0,29.95,0.31,21654.08
1390.0,30.18,0.22,21684.15
1391.0,30.35,0.18,21714.41
1392.0,30.44,0.09,21744.809999999998
1393.0,30.62,0.18,21775.34
1394.0,30.8,0.18,21806.05
1395.0,30.67,-0.13,21836.79
1396.0,31.02,0.36,21867.629999999997
1397.0,31.02,0.0,21898.66
1398.0,31.02,0.0,21929.68
1399.0,31.29,0.27,21960.84
1400.0,31.47,0.18,21992.22
1401.0,31.56,0.09,22023.739999999998
1402.0,31.7,0.13,22055.37
1403.0,31.43,-0.27,22086.93
1404.0,31.56,0.13,22118.42
1405.0,31.43,-0.13,22149.92
1406.0,31.16,-0.27,22181.21
1407.0,31.25,0.09,22212.41
1408.0,31.34,0.09,22243.71
1409.0,31.11,-0.22,22274.93
1410.0,30.98,-0.13,22305.98
1411.0,31.25,0.27,22337.09
1412.0,31.16,-0.09,22368.3
1413.0,31.07,-0.09,22399.41
1414.0,31.25,0.18,22430.57
1415.0,31.38,0.13,22461.879999999997
1416.0,31.38,0.0,22493.27
1417.0,31.38,0.0,22524.65
1418.0,31.74,0.36,22556.21
1419.0,31.65,-0.09,22587.9
1420.0,31.7,0.04,22619.58
1421.0,31.61,-0.09,22651.23
1422.0,31.7,0.09,22682.879999999997
1423.0,31.83,0.13,22714.64
1424.0,31.87,0.04,22746.489999999998
1425.0,31.65,-0.22,22778.25
1426.0,31.83,0.18,22809.989999999998
1427.0,32.05,0.22,22841.940000000002
1428.0,32.14,0.09,22874.03
1429.0,32.46,0.31,22906.33
1430.0,32.32,-0.13,22938.72
1431.0,32.32,0.0,22971.04
1432.0,32.23,-0.09,23003.32
1433.0,32.19,-0.04,23035.53
1434.0,32.14,-0.04,23067.690000000002
1435.0,32.46,0.31,23099.989999999998
1436.0,32.54,0.09,23132.489999999998
1437.0,32.72,0.18,23165.12
1438.0,32.23,-0.49,23197.6
1439.0,31.96,-0.27,23229.699999999997
1440.0,31.7,-0.27,23261.53
1441.0,31.47,-0.22,23293.11
1442.0,31.52,0.04,23324.6
1443.0,31.7,0.18,23356.21
1444.0,31.38,-0.31,23387.75
1445.0,31.74,0.36,23419.309999999998
1446.0,31.38,-0.36,23450.87
1447.0,31.43,0.04,23482.28
1448.0,30.89,-0.54,23513.43
1449.0,30.76,-0.13,23544.260000000002
1450.0,30.49,-0.27,23574.879999999997
1451.0,30.53,0.04,23605.39
1452.0,30.49,-0.04,23635.9
1453.0,30.26,-0.22,23666.28
1454.0,30.09,-0.18,23696.449999999997
1455.0,30.18,0.09,23726.58
1456.0,30.22,0.04,23756.78
1457.0,30.22,0.0,23787.0
1458.0,30.04,-0.18,23817.129999999997
1459.0,29.95,-0.09,23847.129999999997
1460.0,29.64,-0.31,23876.92
1461.0,29.77,0.13,23906.629999999997
1462.0,29.59,-0.18,23936.309999999998
1463.0,29.68,0.09,23965.949999999997
1464.0,29.46,-0.22,23995.52
1465.0,29.55,0.09,24025.03
1466.0,29.28,-0.27,24054.440000000002
1467.0,27.81,-1.48,24082.989999999998
1468.0,27.81,0.0,24110.79
1469.0,27.45,-0.36,24138.42
1470.0,27.31,-0.13,24165.8
1471.0,27.45,0.13,24193.18
1472.0,27.31,-0.13,24220.559999999998
1473.0,27.45,0.13,24247.940000000002
1474.0,27.45,0.0,24275.39
1475.0,27.63,0.18,24302.93
1476.0,27.63,0.0,24330.559999999998
1477.0,27.63,0.0,24358.18
1478.0,27.63,0.0,24385.809999999998
1479.0,27.81,0.18,24413.53
1480.0,27.63,-0.18,24441.239999999998
1481.0,27.81,0.18,24468.96
1482.0,27.98,0.18,24496.86
1483.0,27.81,-0.18,24524.75
1484.0,27.98,0.18,24552.65
1485.0,27.81,-0.18,24580.54
1486.0,27.98,0.18,24608.440000000002
1487.0,27.98,0.0,24636.42
1488.0,28.16,0.18,24664.5
1489.0,27.98,-0.18,24692.57
1490.0,27.81,-0.18,24720.46
1491.0,27.31,-0.49,24748.02
1492.0,26.6,-0.72,24774.98
1493.0,26.29,-0.31,24801.42
1494.0,25.39,-0.89,24827.260000000002
1495.0,24.9,-0.49,24852.41
1496.0,24.18,-0.72,24876.949999999997
1497.0,23.02,-1.16,24900.55
1498.0,21.99,-1.03,24923.059999999998
1499.0,21.82,-0.18,24944.97
1500.0,21.28,-0.54,24966.52
1501.0,20.07,-1.21,24987.190000000002
1502.0,18.55,-1.52,25006.5
1503.0,16.63,-1.92,25024.09
1504.0,15.47,-1.16,25040.14
1505.0,14.75,-0.72,25055.25
1506.0,13.05,-1.7,25069.16
1507.0,9.97,-3.08,25080.67
1508.0,7.91,-2.06,25089.61
1509.0,7.73,-0.18,25097.43
1510.0,6.26,-1.48,25104.43
1511.0,4.47,-1.79,25109.79
1512.0,2.68,-1.79,25113.37
1513.0,0.89,-1.79,25115.16
1514.0,0.0,-0.89,25115.6
1515.0,0.0,0.0,25115.6
1516.0,0.0,0.0,25115.6
1517.0,0.0,0.0,25115.6
1518.0,0.0,0.0,25115.6
1519.0,0.0,0.0,25115.6
1520.0,0.0,0.0,25115.6
1521.0,0.0,0.0,25115.6
1522.0,0.09,0.09,25115.65
1523.0,1.97,1.88,25116.68
1524.0,4.52,2.55,25119.92
1525.0,6.97,2.46,25125.66
1526.0,9.3,2.32,25133.8
1527.0,11.22,1.92,25144.059999999998
1528.0,12.38,1.16,25155.86
1529.0,12.61,0.22,25168.35
1530.0,11.98,-0.63,25180.65
1531.0,11.09,-0.89,25192.18
1532.0,10.01,-1.07,25202.73
1533.0,7.64,-2.37,25211.559999999998
1534.0,5.05,-2.59,25217.91
1535.0,3.08,-1.97,25221.98
1536.0,3.35,0.27,25225.190000000002
1537.0,4.96,1.61,25229.35
1538.0,6.88,1.92,25235.28
1539.0,8.9,2.01,25243.17
1540.0,10.82,1.92,25253.02
1541.0,12.11,1.3,25264.489999999998
1542.0,12.74,0.63,25276.92
1543.0,12.61,-0.13,25289.59
1544.0,11.44,-1.16,25301.62
1545.0,9.7,-1.74,25312.190000000002
1546.0,7.73,-1.97,25320.91
1547.0,5.41,-2.32,25327.48
1548.0,3.35,-2.06,25331.86
1549.0,2.59,-0.76,25334.83
1550.0,1.07,-1.52,25336.66
1551.0,0.54,-0.54,25337.47
1552.0,0.85,0.31,25338.16
1553.0,3.0,2.15,25340.08
1554.0,5.28,2.28,25344.22
1555.0,7.51,2.24,25350.61
1556.0,9.7,2.19,25359.22
1557.0,11.58,1.88,25369.86
1558.0,12.38,0.8,25381.84
1559.0,12.52,0.13,25394.29
1560.0,12.11,-0.4,25406.6
1561.0,10.91,-1.21,25418.12
1562.0,9.03,-1.88,25428.08
1563.0,6.8,-2.24,25436.0
1564.0,4.16,-2.64,25441.47
1565.0,2.24,-1.92,25444.67
1566.0,1.3,-0.94,25446.440000000002
1567.0,1.07,-0.22,25447.62
1568.0,3.76,2.68,25450.03
1569.0,6.04,2.28,25454.93
1570.0,7.96,1.92,25461.92
1571.0,9.92,1.97,25470.87
1572.0,11.71,1.79,25481.68
1573.0,13.41,1.7,25494.25
1574.0,13.32,-0.09,25507.61
1575.0,11.62,-1.7,25520.08
1576.0,9.52,-2.1,25530.66
1577.0,7.24,-2.28,25539.04
1578.0,5.1,-2.15,25545.21
1579.0,2.95,-2.15,25549.23
1580.0,1.16,-1.79,25551.29
1581.0,0.0,-1.16,25551.87
1582.0,0.0,0.0,25551.87
1583.0,0.0,0.0,25551.87
1584.0,0.0,0.0,25551.87
1585.0,0.0,0.0,25551.87
1586.0,0.0,0.0,25551.87
1587.0,0.0,0.0,25551.87
1588.0,0.0,0.0,25551.87
1589.0,0.13,0.13,25551.940000000002
1590.0,2.86,2.73,25553.43
1591.0,5.68,2.82,25557.699999999997
1592.0,8.58,2.91,25564.83
1593.0,10.64,2.06,25574.440000000002
1594.0,12.61,1.97,25586.07
1595.0,15.6,3.0,25600.17
1596.0,16.76,1.16,25616.35
1597.0,18.02,1.25,25633.739999999998
1598.0,20.12,2.1,25652.809999999998
1599.0,22.31,2.19,25674.02
1600.0,23.07,0.76,25696.71
1601.0,22.89,-0.18,25719.690000000002
1602.0,22.62,-0.27,25742.440000000002
1603.0,22.31,-0.31,25764.91
1604.0,21.37,-0.94,25786.739999999998
1605.0,19.94,-1.43,25807.4
1606.0,18.42,-1.52,25826.58
1607.0,16.9,-1.52,25844.23
1608.0,14.93,-1.97,25860.15
1609.0,12.52,-2.41,25873.87
1610.0,10.59,-1.92,25885.43
1611.0,8.4,-2.19,25894.93
1612.0,5.77,-2.64,25902.010000000002
1613.0,2.77,-3.0,25906.28
1614.0,0.0,0.0,25907.67
